date,search_count,youtube_count,event_present,stress_level,search_count_norm,youtube_count_norm,search_count_inverse,search_count_inverse_lag1,youtube_count_norm_lag1
2025-02-18,28,129,0,0,0.45901639344262296,0.5286885245901639,0.540983606557377,0.1311475409836066,0.20081967213114754
2025-02-19,19,52,0,0,0.3114754098360656,0.21311475409836064,0.6885245901639344,0.540983606557377,0.5286885245901639
2025-02-20,28,51,0,0,0.45901639344262296,0.20901639344262296,0.540983606557377,0.6885245901639344,0.21311475409836064
2025-02-21,26,8,0,0,0.4262295081967213,0.03278688524590164,0.5737704918032787,0.540983606557377,0.20901639344262296
2025-02-22,20,63,0,0,0.32786885245901637,0.2581967213114754,0.6721311475409837,0.5737704918032787,0.03278688524590164
2025-02-23,9,45,0,0,0.14754098360655737,0.18442622950819673,0.8524590163934427,0.6721311475409837,0.2581967213114754
2025-02-24,40,7,0,0,0.6557377049180327,0.028688524590163935,0.34426229508196726,0.8524590163934427,0.18442622950819673
2025-02-25,41,244,0,0,0.6721311475409836,1.0,0.3278688524590164,0.34426229508196726,0.028688524590163935
2025-02-26,42,81,0,0,0.6885245901639344,0.3319672131147541,0.3114754098360656,0.3278688524590164,1.0
2025-02-27,23,49,0,0,0.3770491803278688,0.20081967213114754,0.6229508196721312,0.3114754098360656,0.3319672131147541
2025-02-28,27,16,0,0,0.4426229508196721,0.06557377049180328,0.5573770491803278,0.6229508196721312,0.20081967213114754
2025-03-01,24,29,0,0,0.39344262295081966,0.11885245901639344,0.6065573770491803,0.5573770491803278,0.06557377049180328
2025-03-02,20,32,0,0,0.32786885245901637,0.13114754098360656,0.6721311475409837,0.6065573770491803,0.11885245901639344
2025-03-03,32,26,1,1,0.5245901639344263,0.10655737704918032,0.47540983606557374,0.6721311475409837,0.13114754098360656
2025-03-04,31,36,0,0,0.5081967213114754,0.14754098360655737,0.4918032786885246,0.47540983606557374,0.10655737704918032
2025-03-05,17,7,0,0,0.2786885245901639,0.028688524590163935,0.7213114754098361,0.4918032786885246,0.14754098360655737
2025-03-06,31,6,0,0,0.5081967213114754,0.02459016393442623,0.4918032786885246,0.7213114754098361,0.028688524590163935
2025-03-07,4,28,0,0,0.06557377049180328,0.11475409836065574,0.9344262295081968,0.4918032786885246,0.02459016393442623
2025-03-08,0,39,0,0,0.0,0.1598360655737705,1.0,0.9344262295081968,0.11475409836065574
2025-03-09,0,98,0,0,0.0,0.4016393442622951,1.0,1.0,0.1598360655737705
2025-03-10,7,87,0,0,0.11475409836065574,0.35655737704918034,0.8852459016393442,1.0,0.4016393442622951
2025-03-11,24,43,0,0,0.39344262295081966,0.1762295081967213,0.6065573770491803,0.8852459016393442,0.35655737704918034
2025-03-12,15,8,0,0,0.2459016393442623,0.03278688524590164,0.7540983606557377,0.6065573770491803,0.1762295081967213
2025-03-13,19,126,0,0,0.3114754098360656,0.5163934426229508,0.6885245901639344,0.7540983606557377,0.03278688524590164
2025-03-14,22,127,0,0,0.36065573770491804,0.5204918032786885,0.639344262295082,0.6885245901639344,0.5163934426229508
2025-03-15,16,40,0,0,0.26229508196721313,0.16393442622950818,0.7377049180327868,0.639344262295082,0.5204918032786885
2025-03-16,20,103,0,0,0.32786885245901637,0.42213114754098363,0.6721311475409837,0.7377049180327868,0.16393442622950818
2025-03-17,30,19,1,3,0.4918032786885246,0.0778688524590164,0.5081967213114754,0.6721311475409837,0.42213114754098363
2025-03-18,48,126,0,0,0.7868852459016393,0.5163934426229508,0.21311475409836067,0.5081967213114754,0.0778688524590164
2025-03-19,61,107,0,0,1.0,0.4385245901639344,0.0,0.21311475409836067,0.5163934426229508
2025-03-20,24,22,0,0,0.39344262295081966,0.09016393442622951,0.6065573770491803,0.0,0.4385245901639344
2025-03-21,21,7,0,0,0.3442622950819672,0.028688524590163935,0.6557377049180328,0.6065573770491803,0.09016393442622951
2025-03-22,26,27,0,0,0.4262295081967213,0.11065573770491803,0.5737704918032787,0.6557377049180328,0.028688524590163935
2025-03-23,31,123,0,0,0.5081967213114754,0.5040983606557377,0.4918032786885246,0.5737704918032787,0.11065573770491803
2025-03-24,39,97,0,0,0.639344262295082,0.3975409836065574,0.360655737704918,0.4918032786885246,0.5040983606557377
2025-03-25,29,111,0,0,0.47540983606557374,0.45491803278688525,0.5245901639344263,0.360655737704918,0.3975409836065574
2025-03-26,53,35,0,0,0.8688524590163934,0.14344262295081966,0.1311475409836066,0.5245901639344263,0.45491803278688525
2025-03-27,16,54,0,0,0.26229508196721313,0.22131147540983606,0.7377049180327868,0.1311475409836066,0.14344262295081966
2025-03-28,28,219,0,0,0.45901639344262296,0.8975409836065574,0.540983606557377,0.7377049180327868,0.22131147540983606
2025-03-29,1,129,0,0,0.01639344262295082,0.5286885245901639,0.9836065573770492,0.540983606557377,0.8975409836065574
2025-03-30,4,127,0,0,0.06557377049180328,0.5204918032786885,0.9344262295081968,0.9836065573770492,0.5286885245901639
2025-03-31,13,0,0,0,0.21311475409836064,0.0,0.7868852459016393,0.9344262295081968,0.5204918032786885
2025-04-01,31,0,0,0,0.5081967213114754,0.0,0.4918032786885246,0.7868852459016393,0.0
2025-04-02,11,0,0,0,0.18032786885245902,0.0,0.819672131147541,0.4918032786885246,0.0
2025-04-03,7,0,0,0,0.11475409836065574,0.0,0.8852459016393442,0.819672131147541,0.0
2025-04-04,25,0,0,0,0.4098360655737705,0.0,0.5901639344262295,0.8852459016393442,0.0
2025-04-05,19,0,0,0,0.3114754098360656,0.0,0.6885245901639344,0.5901639344262295,0.0
2025-04-06,17,0,0,0,0.2786885245901639,0.0,0.7213114754098361,0.6885245901639344,0.0
2025-04-07,21,0,1,1,0.3442622950819672,0.0,0.6557377049180328,0.7213114754098361,0.0
2025-04-08,29,0,0,0,0.47540983606557374,0.0,0.5245901639344263,0.6557377049180328,0.0
2025-04-09,52,0,0,0,0.8524590163934426,0.0,0.14754098360655743,0.5245901639344263,0.0
2025-04-10,0,0,0,0,0.0,0.0,1.0,0.14754098360655743,0.0
2025-04-11,0,0,0,0,0.0,0.0,1.0,1.0,0.0
2025-04-12,0,0,0,0,0.0,0.0,1.0,1.0,0.0
2025-04-13,0,0,0,0,0.0,0.0,1.0,1.0,0.0
2025-04-14,0,0,1,3,0.0,0.0,1.0,1.0,0.0
2025-04-15,0,0,0,0,0.0,0.0,1.0,1.0,0.0
2025-04-16,0,0,0,0,0.0,0.0,1.0,1.0,0.0
2025-04-17,0,0,0,0,0.0,0.0,1.0,1.0,0.0
